augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,XP_023925741.1,60.507,276,82,8,1,259,9,274,3.51e-102,309,73.19
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,XP_023916374.1,58.271,266,99,6,1,257,1,263,9.72e-94,286,72.18
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,XP_023881247.1,56.877,269,104,6,1,260,1,266,8.13e-87,280,71.00
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,XP_023916359.1,59.783,276,91,10,1,261,1,271,2.38e-86,280,71.38
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,KAF3965141.1,57.778,270,101,8,1,261,1,266,2.75e-86,267,69.63
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,XP_030954726.1,57.993,269,89,10,1,254,1,260,4.16e-86,279,68.40
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,XP_030947422.1,61.983,242,79,7,1,235,13,248,7.88e-86,265,72.73
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,KAF3945895.1,57.509,273,91,12,1,257,1,264,1.09e-85,266,67.40
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,KAF3948416.1,56.134,269,98,8,1,257,1,261,1.06e-84,270,66.54
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,KAF3970813.1,58.209,268,92,9,1,254,1,262,1.08e-84,265,71.64
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,XP_030934514.1,56.679,277,92,9,1,259,1,267,1.54e-84,275,70.76
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,XP_030935633.1,57.895,266,100,7,1,257,1,263,2.56e-84,275,68.80
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,KAF3948417.1,56.506,269,97,8,1,257,1,261,1.32e-83,271,66.91
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,KAF3973874.1,55.431,267,101,7,1,254,8,269,1.97e-83,265,67.42
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,XP_023919651.1,59.004,261,90,7,1,246,1,259,5.90e-83,270,70.88
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,XP_023911755.1,56.767,266,94,9,1,254,1,257,2.06e-82,268,67.67
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,KAF3952517.1,60.082,243,76,9,1,229,1,236,3.78e-82,255,68.72
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,KAF3965139.1,57.249,269,103,9,1,261,1,265,3.83e-82,256,68.77
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,POE88470.1,53.357,283,100,10,1,261,1,273,1.09e-81,256,66.43
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,XP_023905300.1,58.148,270,94,9,1,254,1,267,2.08e-81,267,71.48
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,XP_023870707.1,55.072,276,97,9,1,259,1,266,2.46e-81,266,68.12
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,KAF3973876.1,51.943,283,107,10,1,259,1,278,3.96e-81,256,67.14
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,KAF3960290.1,53.986,276,100,8,1,259,1,266,1.09e-79,262,67.39
augustus_masked-585_pilon-processed-gene-3.11-mRNA-1,KAF3946146.1,55.109,274,99,9,1,260,1,264,2.18e-79,250,67.15
