# BLASTP 2.13.0+
# Query: augustus-1014_pilon-processed-gene-5.8
# Database: Qrob_PM1N_CDS_aa_20161004.fa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 18 hits found
augustus-1014_pilon-processed-gene-5.8	Qrob_P0685990.2	84.293	191	28	1	1	189	1	191	2.98e-112	317
augustus-1014_pilon-processed-gene-5.8	Qrob_P0728520.2	45.263	190	95	2	5	188	10	196	2.56e-55	174
augustus-1014_pilon-processed-gene-5.8	Qrob_P0107870.2	29.949	197	120	3	9	187	6	202	4.96e-29	107
augustus-1014_pilon-processed-gene-5.8	Qrob_P0160860.2	27.876	226	124	5	1	187	7	232	8.25e-26	99.8
augustus-1014_pilon-processed-gene-5.8	Qrob_P0571140.2	28.188	149	101	2	22	166	281	427	8.50e-13	65.5
augustus-1014_pilon-processed-gene-5.8	Qrob_P0011880.2	26.154	130	95	1	12	140	230	359	7.64e-12	62.4
augustus-1014_pilon-processed-gene-5.8	Qrob_P0332950.2	29.730	111	69	1	45	146	247	357	1.45e-11	61.6
augustus-1014_pilon-processed-gene-5.8	Qrob_P0636380.2	24.615	130	97	1	12	140	133	262	5.23e-10	57.0
augustus-1014_pilon-processed-gene-5.8	Qrob_P0160870.2	25.510	98	51	2	85	160	1	98	3.15e-06	45.1
augustus-1014_pilon-processed-gene-5.8	Qrob_P0200990.2	31.250	64	42	1	45	106	190	253	3.41e-06	45.8
augustus-1014_pilon-processed-gene-5.8	Qrob_P0023260.2	32.895	76	49	1	22	97	98	171	3.94e-05	42.4
augustus-1014_pilon-processed-gene-5.8	Qrob_P0629200.2	27.586	87	63	0	8	94	11	97	2.33e-04	40.4
augustus-1014_pilon-processed-gene-5.8	Qrob_P0166750.2	25.676	74	53	2	22	94	101	173	3.3	27.3
augustus-1014_pilon-processed-gene-5.8	Qrob_P0373130.2	36.585	41	24	1	146	186	679	717	5.0	27.7
augustus-1014_pilon-processed-gene-5.8	Qrob_P0461680.2	34.286	35	23	0	67	101	93	127	5.0	27.3
augustus-1014_pilon-processed-gene-5.8	Qrob_P0723200.2	41.379	29	17	0	157	185	59	87	5.1	27.3
augustus-1014_pilon-processed-gene-5.8	Qrob_P0373150.2	36.585	41	24	1	146	186	679	717	5.4	27.3
augustus-1014_pilon-processed-gene-5.8	Qrob_P0491250.2	29.091	55	36	1	119	173	43	94	8.7	26.2
# BLASTP 2.13.0+
# Query: maker-431_pilon-augustus-gene-9.19
# Database: Qrob_PM1N_CDS_aa_20161004.fa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 37 hits found
maker-431_pilon-augustus-gene-9.19	Qrob_P0084220.2	96.170	235	9	0	1	235	1	235	2.40e-172	473
maker-431_pilon-augustus-gene-9.19	Qrob_P0713540.2	48.018	227	111	5	8	229	7	231	7.76e-55	175
